,Cell_ID,streets_in,fclass,geometry,centroids
311,311,"{'עבד אל ראוף אלביטאר', 'שערי ניקנור', 'הדולפין', 'יפת', 'יהודה הימית'}","{'living_street', 'residential', 'tertiary'}","POLYGON ((34.750949700000035 32.05033560000004, 34.75113860000005 32.05030190000008, 34.751210600000036 32.05030890000006, 34.751239800000064 32.05033010000005, 34.75126000000006 32.050315400000045, 34.751287400000024 32.05030450000004, 34.75132240000005 32.05029710000008, 34.751359800000046 32.05029560000003, 34.75139120000006 32.05029850000005, 34.75143250000008 32.05031010000005, 34.751458300000024 32.05032600000004, 34.751683300000025 32.050279200000034, 34.751701800000035 32.05027600000005, 34.75181850000007 32.05025580000006, 34.752476100000024 32.05014180000006, 34.752629400000046 32.05012430000005, 34.75274900000005 32.050114000000065, 34.75282453500006 32.050107843000035, 34.752822700000024 32.050088800000026, 34.752818500000046 32.05004420000006, 34.75281700000005 32.05003050000005, 34.75277150000005 32.049594300000024, 34.75273260000006 32.04924870000008, 34.75228990000005 32.04931330000005, 34.75196950000003 32.049087600000064, 34.75183780000003 32.04906200000005, 34.75141970000004 32.04914610000003, 34.75134060000005 32.049162000000024, 34.75124590000007 32.04918390000006, 34.751163500000075 32.04920290000007, 34.75109700000007 32.049145800000076, 34.75085270000005 32.048876000000064, 34.750586300000066 32.04865680000006, 34.75047900000004 32.04873200000003, 34.75027220000004 32.04888790000007, 34.750100100000054 32.04901510000008, 34.75007270000003 32.049078800000075, 34.75036880000005 32.04956910000004, 34.75085420000005 32.05036560000008, 34.750949700000035 32.05033560000004))",POINT (34.75144585531121 32.04961099652234)
312,312,"{'מסילת ישרים', 'קיבוץ גלויות', 'שדרות הר ציון', 'רבי מאיר בעל הנס', 'מאור הגולה'}","{'residential', 'secondary', 'tertiary'}","POLYGON ((34.77413780000006 32.050337100000036, 34.77468390000007 32.05021100000005, 34.77454670000003 32.04974320000008, 34.77610720000007 32.049300800000026, 34.776036300000044 32.04909780000003, 34.775977700000055 32.04884780000003, 34.775862000000075 32.048651300000074, 34.77510280000007 32.04891360000005, 34.774260500000025 32.04921500000006, 34.77393970000003 32.04933600000004, 34.773707700000045 32.04944120000005, 34.77351100000004 32.04954390000006, 34.773576200000036 32.04972730000003, 34.77378330000005 32.050406500000065, 34.77413780000006 32.050337100000036))",POINT (34.774707025451086 32.049498920957824)
313,313,"{'איילון דרום', 'חיל השריון', 'כביש תל אביב ירושלים', 'איילון צפון'}","{'motorway', 'trunk'}","POLYGON ((34.784449100000074 32.05025990000007, 34.78457010000005 32.05001940000005, 34.78467204300006 32.04984445500003, 34.78467180000007 32.049843500000065, 34.78459585600007 32.04954840700003, 34.78455420000006 32.04959400000007, 34.78443630000004 32.04971530000006, 34.78434660000005 32.04980770000003, 34.784325231000025 32.04983160200004, 34.784334700000045 32.049890600000026, 34.78438730000005 32.050344600000074, 34.78439090000006 32.05040980000007, 34.784390932000065 32.05041038000007, 34.784449100000074 32.05025990000007))",POINT (34.78448562440364 32.04992057909639)
314,314,"{'רוני', 'שמחה', 'אצ""ל'}","{'residential', 'tertiary'}","POLYGON ((34.791935000000024 32.050321100000076, 34.79213100000004 32.04997700000007, 34.792038700000035 32.049909600000035, 34.79194210000003 32.04927440000006, 34.79158970000003 32.04930600000006, 34.79173750000007 32.05038150000007, 34.791837000000044 32.05047890000003, 34.791935000000024 32.050321100000076))",POINT (34.791836153051705 32.049818865933695)
315,315,"{'פנואל', 'התקוה', 'עזאי', 'לח""י', 'קדמיאל', 'קמואל'}","{'residential', 'primary'}","POLYGON ((34.79143370000003 32.050446100000045, 34.79103840000005 32.047938800000054, 34.79098190000008 32.04744370000003, 34.79048590000008 32.04744080000006, 34.790401400000064 32.04744290000008, 34.789926500000036 32.04745470000006, 34.78973210000004 32.04746110000008, 34.789580500000056 32.047469300000046, 34.78926080000008 32.04748280000007, 34.78938050000005 32.04824270000006, 34.789450800000054 32.04858500000006, 34.79009720000005 32.048493000000065, 34.79051910000004 32.04843650000004, 34.790743700000064 32.048411900000076, 34.79080330000005 32.04867290000004, 34.79103020000008 32.049938000000054, 34.791120000000035 32.05048220000003, 34.79143370000003 32.050446100000045))",POINT (34.79043555078777 32.04837576493579)
316,316,"{'השחף', 'הדולפין', 'מדרגות אנדרומדה'}",{'residential'},"POLYGON ((34.75085420000005 32.05036560000008, 34.75036880000005 32.04956910000004, 34.75007270000003 32.049078800000075, 34.74967090000007 32.049287700000036, 34.750005300000055 32.04975370000005, 34.75038770000003 32.05028670000007, 34.75050760000005 32.05044990000005, 34.75056060000003 32.05052130000007, 34.75085420000005 32.05036560000008))",POINT (34.75026770690727 32.049782441032846)
317,317,"{'פנואל', 'צפריר', 'נתן', 'סמדר'}",{'residential'},"POLYGON ((34.79087570000007 32.05049600000007, 34.79070040000005 32.049460700000054, 34.79054600000006 32.04871050000003, 34.79013820000006 32.04876070000006, 34.79027410000003 32.04939450000006, 34.79038850000006 32.04992250000004, 34.790521100000035 32.05053480000004, 34.79087570000007 32.05049600000007))",POINT (34.79051971296875 32.049603369101725)
318,318,"{'4865', 'בן סירה יעקב', '4890', 'מח""ל', '4873', 'אבידן שמעון'}",{'residential'},"POLYGON ((34.808507500000076 32.04914830000007, 34.80805890000005 32.04911930000003, 34.80799950000005 32.049117600000045, 34.80796340000006 32.04910550000005, 34.80793100000005 32.04907410000004, 34.80791250000004 32.04897620000003, 34.807786200000066 32.04899840000007, 34.807627500000024 32.04902970000006, 34.80745040000005 32.04906630000005, 34.80738660000003 32.049087900000075, 34.807109000000025 32.04917180000007, 34.80713010000005 32.04925550000007, 34.807141700000045 32.04930140000005, 34.807237400000076 32.049540500000035, 34.807225800000026 32.04966080000003, 34.80719090000008 32.04983020000003, 34.80718150000007 32.049874500000044, 34.80710780000004 32.05015190000006, 34.80714400000005 32.05021560000006, 34.807201700000064 32.050248500000066, 34.807623600000056 32.05046800000002, 34.80769840000005 32.05042590000005, 34.807744900000046 32.050440200000025, 34.80821720000006 32.050558300000034, 34.808507500000076 32.04914830000007))",POINT (34.80779002120678 32.049734988569114)
319,319,"{'השחף', 'מדרגות אנדרומדה', 'הצדף'}",{'residential'},"POLYGON ((34.75050760000005 32.05044990000005, 34.75038770000003 32.05028670000007, 34.750005300000055 32.04975370000005, 34.74967090000007 32.049287700000036, 34.749491900000066 32.049371300000075, 34.749387100000035 32.049418900000035, 34.75016110000007 32.050496500000065, 34.75019340000006 32.05053910000004, 34.750230900000076 32.05058180000003, 34.75050760000005 32.05044990000005))",POINT (34.749947025605906 32.04993539827806)
320,320,"{'פנואל', 'צורישדי', 'מבשר', 'נתן'}",{'residential'},"POLYGON ((34.79046080000006 32.05057420000003, 34.790521100000035 32.05053480000004, 34.79038850000006 32.04992250000004, 34.79027410000003 32.04939450000006, 34.789949500000034 32.04945170000008, 34.79001660000006 32.04972630000003, 34.79007350000006 32.04996620000003, 34.790226500000074 32.05061200000006, 34.79046080000006 32.05057420000003))",POINT (34.79024245672396 32.04999638629272)
321,321,"{'אביאסף', 'נדב', 'הרן', 'בועז'}",{'residential'},"POLYGON ((34.79501860000005 32.05056470000005, 34.79496620000003 32.050010400000076, 34.79449090000003 32.05004980000007, 34.79455420000005 32.050618600000064, 34.79501860000005 32.05056470000005))",POINT (34.79475630399271 32.05031005442965)
322,322,"{'סמטת כביר', 'כרמי', 'דוד תדהר', 'כביר'}",{'residential'},"POLYGON ((34.788489800000036 32.05057930000004, 34.78932240000006 32.05037170000003, 34.78922520000003 32.05003370000003, 34.78819390000007 32.05028690000006, 34.78824100000003 32.05034440000003, 34.788350800000046 32.05062340000006, 34.788489800000036 32.05057930000004))",POINT (34.78877473612108 32.05032517150208)
323,323,"{'התנופה', 'שדרות הר ציון', 'מאור הגולה', 'קיבוץ גלויות'}","{'residential', 'secondary'}","POLYGON ((34.773032700000044 32.05024400000008, 34.77308720000008 32.05023070000004, 34.77314210000003 32.050244500000076, 34.773195300000054 32.05027800000005, 34.77323500000006 32.050316800000076, 34.773267600000054 32.05047710000002, 34.77328760000006 32.05055200000004, 34.77366040000004 32.05046500000003, 34.77345230000003 32.04978500000004, 34.77338910000003 32.04960270000004, 34.773169600000074 32.04972250000003, 34.77216850000008 32.05030130000006, 34.77218020000004 32.05037330000005, 34.77220260000007 32.05044230000004, 34.77235010000004 32.05062810000004, 34.773032700000044 32.05024400000008))",POINT (34.77298949996938 32.050166057919064)
324,324,"{'פלוגות', 'רשפים', 'קרייתי', 'מצובה'}",{'residential'},"POLYGON ((34.79805060000007 32.05020200000007, 34.79791350000005 32.04967620000008, 34.79591800000003 32.050058200000024, 34.79603530000003 32.05063510000008, 34.79805060000007 32.05020200000007))",POINT (34.7969658795577 32.05014633628773)
325,325,"{'פנואל', 'התקוה', 'צורישדי', 'מבשר'}",{'residential'},"POLYGON ((34.790226500000074 32.05061200000006, 34.79007350000006 32.04996620000003, 34.79001660000006 32.04972630000003, 34.789949500000034 32.04945170000008, 34.789620900000045 32.049477800000034, 34.789651400000025 32.049635300000034, 34.78970250000003 32.049916600000074, 34.789732300000026 32.05002150000007, 34.78987170000005 32.05067720000005, 34.790226500000074 32.05061200000006))",POINT (34.78991715001542 32.05006309580941)
326,326,"{'רבי מאיר בעל הנס', 'מסילת ישרים', 'חכמי אתונה', 'מאור הגולה'}","{'residential', 'tertiary'}","POLYGON ((34.77563040000007 32.05055290000007, 34.77644300000003 32.05031850000006, 34.776284600000054 32.04983740000006, 34.77468390000007 32.05021100000005, 34.77483840000008 32.050679600000024, 34.77563040000007 32.05055290000007))",POINT (34.77556940388557 32.05027313541016)
327,327,"{'הפלך', 'שלבים', 'המנוע', 'הזרם'}","{'residential', 'secondary'}","POLYGON ((34.764932300000055 32.05070360000008, 34.76614870000003 32.050382400000046, 34.765959200000054 32.04986360000004, 34.76466760000005 32.05022640000004, 34.76463170000005 32.05023650000004, 34.76483300000007 32.05060690000005, 34.76489140000007 32.05071440000006, 34.764932300000055 32.05070360000008))",POINT (34.765410792987986 32.05029554282371)
328,328,"{'התחיה', 'בן צבי', 'שלבים', '3320'}","{'residential', 'secondary'}","POLYGON ((34.76196710000005 32.05062230000004, 34.762733000000026 32.05035460000005, 34.762801000000024 32.05033010000005, 34.763477900000055 32.050064700000064, 34.763716300000056 32.04994420000003, 34.764144000000044 32.04976880000004, 34.76423470000003 32.04973160000003, 34.763704000000075 32.04891200000003, 34.76360250000005 32.04881400000005, 34.76356610000005 32.04882610000004, 34.76344820000003 32.048865300000045, 34.76183580000003 32.049531700000045, 34.76096880000006 32.049821500000064, 34.76098570000005 32.04985540000007, 34.761229900000046 32.05034400000005, 34.76135060000007 32.050300900000025, 34.761605100000054 32.05073870000007, 34.76196710000005 32.05062230000004))",POINT (34.76261697851902 32.04979089160278)
329,329,"{'יגאל', 'אביאסף', 'נדב', 'הרן'}",{'residential'},"POLYGON ((34.79456170000003 32.050668700000074, 34.79455420000005 32.050618600000064, 34.79449090000003 32.05004980000007, 34.79448450000007 32.04999410000005, 34.79408110000003 32.05002890000003, 34.79415480000006 32.05074280000002, 34.79456170000003 32.050668700000074))",POINT (34.79431837199341 32.050359800366074)
330,330,"{'הרצל', '3426'}","{'residential', 'tertiary'}","POLYGON ((34.769269800000075 32.05054670000004, 34.76969290000005 32.05036110000003, 34.769466600000044 32.04993790000003, 34.769317400000034 32.049589500000025, 34.76928030000005 32.04935130000007, 34.76916330000006 32.04935900000004, 34.76879150000008 32.04943860000003, 34.76840600000003 32.049564400000065, 34.76826450000004 32.04971430000006, 34.76845590000005 32.050235600000065, 34.768570100000034 32.05054670000004, 34.768651000000034 32.05071330000004, 34.76871300000005 32.050744000000066, 34.769269800000075 32.05054670000004))",POINT (34.768945304687385 32.050033217216246)
331,331,"{'מח""ל', 'גבירטיג מרדכי', 'מנחם מדמון', 'אסא קדמוני'}","{'living_street', 'residential'}","POLYGON ((34.80422200000004 32.05067210000004, 34.804496200000074 32.050632000000064, 34.80462090000003 32.05060400000008, 34.80504520000005 32.050509000000034, 34.805278100000066 32.05045910000007, 34.80527900000004 32.05043610000007, 34.80529440000004 32.05040390000005, 34.80532770000008 32.05037800000002, 34.80538500000006 32.05036800000005, 34.80541960000005 32.05037740000006, 34.80541080000006 32.050310800000034, 34.80539330000005 32.05022800000006, 34.80538720000004 32.05016130000007, 34.80527080000007 32.04997330000003, 34.80516600000004 32.04977700000006, 34.80514230000006 32.04969260000007, 34.80514340000008 32.04960230000006, 34.804674000000034 32.049356200000034, 34.80446610000007 32.04924760000006, 34.80442840000006 32.049244900000076, 34.804291300000045 32.049235200000055, 34.80379840000006 32.04928030000008, 34.80376850000005 32.049283100000025, 34.80369230000008 32.04929030000005, 34.80337870000005 32.04935160000008, 34.80332350000003 32.049362400000064, 34.80362550000007 32.05000760000007, 34.80391240000006 32.05057540000007, 34.80355410000004 32.05076800000006, 34.80422200000004 32.05067210000004))",POINT (34.80437122645862 32.049951439237645)
332,332,"{'גבירטיג מרדכי', 'מנחם מדמון'}","{'living_street', 'residential'}","POLYGON ((34.80355410000004 32.05076800000006, 34.80391240000006 32.05057540000007, 34.80362550000007 32.05000760000007, 34.80322950000004 32.05015460000004, 34.803201200000046 32.05017490000006, 34.80318580000005 32.05019670000007, 34.80319380000003 32.05022270000006, 34.80352420000003 32.05076980000007, 34.80355410000004 32.05076800000006))",POINT (34.80355353078829 32.050381821762564)
333,333,"{'מח""ל', 'בן סירה יעקב', 'מרדור מוניה', 'אבידן שמעון'}",{'residential'},"POLYGON ((34.80904620000007 32.05009300000006, 34.809191300000066 32.04951550000004, 34.809249700000066 32.04917350000005, 34.80861360000006 32.04915470000003, 34.808507500000076 32.04914830000007, 34.80821720000006 32.050558300000034, 34.80859740000005 32.05070990000007, 34.80883920000008 32.05077190000003, 34.80904620000007 32.05009300000006))",POINT (34.80872412308569 32.04990659010136)
